Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Duration,Signal Gained Profit %,Entry Targets % Filled,Number of Filled Entry Targets,Filled Average Entry Price,Number of Entry Targets,Entry Zone Range,Average Entry Price,TP1 Price,TP2 Price,TP3 Price,TP4 Price,TP5 Price,TP6 Price,TP7 Price,TP8 Price,TP9 Price,TP10 Price,Stop Loss Price
2025-08-11 23:00:49,GG-Shot Cornix (All Signals),,"OKX Futures, HyperLiquid Futures, BingX Futures, KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",INJ/USDT,Stopped Out,Cross (10.0X),Short,0,16 Hours 52 Minutes,-41.0585,0,0,13.907,0,13.592-14.222,13.907,,,,,,,,,,,14.478
2025-08-11 22:30:56,GG-Shot Cornix (All Signals),,"KuCoin Futures, Binance Futures, ByBit USDT, Bitget Futures, BingX Futures",CAKE/USDT,Stopped Out,Cross (10.0X),Short,0,21 Hours 47 Minutes,-38.0523,0,0,2.7725,0,2.721-2.824,2.7725,,,,,,,,,,,2.878
2025-08-11 22:30:26,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures",ID/USDT,Stopped Out,Cross (10.0X),Short,0,12 Hours 5 Minutes,-42.8316,0,0,0.1681,0,0.1636-0.1726,0.1681,,,,,,,,,,,0.1753
2025-08-11 22:30:15,GG-Shot Cornix (All Signals),,"KuCoin Futures, Binance Futures, BingX Futures, Bitget Futures, ByBit USDT",NTRN/USDT,Stopped Out,Cross (10.0X),Short,0,17 Hours 29 Minutes,-46.3946,0,0,0.08945,0,0.0873-0.0916,0.08945,,,,,,,,,,,0.0936
2025-08-11 22:13:13,GG-Shot Cornix (All Signals),,"BingX Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures, KuCoin Futures",GMT/USDT,Stopped Out,Cross (10.0X),Short,0,18 Hours 46 Minutes,-38.1914,0,0,0.045559999999999996,0,0.04456-0.04656,0.04556,,,,,,,,,,,0.0473
2025-08-11 22:01:36,GG-Shot Cornix (All Signals),,"ByBit USDT, OKX Futures, Binance Futures, Bitget Futures, KuCoin Futures, BingX Futures",ZIL/USDT,Cancelled,Cross (10.0X),Short,0,19 Hours 5 Minutes,-32.6797,0,0,0.011475,0,0.01125-0.0117,0.011474999999999999,,,,,,,,,,,0.01185
2025-08-11 22:01:25,GG-Shot Cornix (All Signals),,"ByBit USDT, BingX Futures, OKX Futures, Binance Futures, Bitget Futures, KuCoin Futures",BOME/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,21 Hours 55 Minutes,-58.7267,0,0,0.001822,0,0.001822-0.001932,0.001877,0.001776,,,,,,,,,,0.00198
2025-08-11 22:01:13,GG-Shot Cornix (All Signals),,"ByBit USDT, BingX Futures, Bitget Futures, KuCoin Futures, OKX Futures, Binance Futures",AUCTION/USDT,Cancelled,Cross (10.0X),Short,0,23 Minutes,0.0,0,0,,0,10.148-10.552,10.35,,,,,,,,,,,
2025-08-11 22:00:59,GG-Shot Cornix (All Signals),,"OKX Futures, ByBit USDT, Binance Futures, BingX Futures, KuCoin Futures, Bitget Futures",EGLD/USDT,Partial Targets Achieved,Cross (10.0X),Short,2,19 Hours 17 Minutes,-20.1187,0,0,15.16,0,15.16-15.84,15.5,15.01,14.85,,,,,,,,,16.0
2025-08-11 22:00:48,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, ByBit USDT, BingX Futures, Binance Futures",COTI/USDT,Stopped Out,Cross (10.0X),Short,0,22 Hours 17 Minutes,-45.4968,0,0,0.05385000000000001,0,0.0524-0.0553,0.05385,,,,,,,,,,,0.0563
2025-08-11 22:00:23,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, ByBit USDT, BingX Futures, Bitget Futures, OKX Futures, KuCoin Futures, Binance Futures",TIA/USDT,Stopped Out,Cross (10.0X),Short,0,20 Hours 17 Minutes,-56.358,0,0,1.7654999999999998,0,1.716-1.815,1.7654999999999998,,,,,,,,,,,1.865
2025-08-11 21:27:20,GG-Shot Cornix (All Signals),,"KuCoin Futures, HyperLiquid Futures, Bitget Futures, OKX Futures, Binance Futures, ByBit USDT, BingX Futures",WLD/USDT,Partial Targets Achieved,Cross (10.0X),Short,2,22 Hours 51 Minutes,-20.4451,0,0,1.0088,0,1.0088-1.0583,1.03355,0.9906,0.9725,,,,,,,,,1.0773
2025-08-11 13:30:35,GG-Shot Cornix (All Signals),,"KuCoin Futures, BingX Futures, Binance Futures, ByBit USDT, Bitget Futures",ROSE/USDT,Partial Targets Achieved,Cross (10.0X),Short,2,1 Days 19 Hours 5 Minutes,-7.3416,0,0,0.028036666666666668,0,0.02749-0.02913,0.028310000000000002,0.02709,0.0267,,,,,,,,,0.02959
2025-08-11 13:30:22,GG-Shot Cornix (All Signals),,"BingX Futures, KuCoin Futures, ByBit USDT, Binance Futures, Bitget Futures",HOOK/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,1 Days 2 Hours 31 Minutes,-33.3386,0,0,0.10623333333333332,0,0.1045-0.1097,0.1071,0.1019,,,,,,,,,,0.1124
2025-08-11 12:00:49,GG-Shot Cornix (All Signals),,"ByBit USDT, KuCoin Futures, Binance Futures, Bitget Futures",BEL/USDT,Partial Targets Achieved,Cross (10.0X),Short,3,1 Days 22 Hours 13 Minutes,6.0767,0,0,0.2633,0,0.2633-0.2738,0.26854999999999996,0.2599,0.2565,0.253,,,,,,,,0.2774
2025-08-11 12:00:36,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, BingX Futures, Binance Futures, Bitget Futures",VANRY/USDT,Partial Targets Achieved,Cross (10.0X),Short,2,1 Days 20 Hours 16 Minutes,-3.976,0,0,0.03227666666666666,0,0.03174-0.03335,0.032545,0.03111,0.03047,,,,,,,,,0.03402
2025-08-11 11:30:29,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, ByBit USDT, BingX Futures, Binance Futures",RARE/USDT,Cancelled,Cross (10.0X),Short,0,22 Minutes,0.0,0,0,,0,0.06097-0.06441,0.06269,,,,,,,,,,,
2025-08-11 11:30:17,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, ByBit USDT, Bitget Futures, KuCoin Futures",ALT/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,1 Days 2 Hours 6 Minutes,-36.0391,0,0,0.03628,0,0.03577-0.0373,0.036535,0.03452,,,,,,,,,,0.03861
2025-08-10 01:00:17,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, BingX Futures, OKX Futures, ByBit USDT, Binance Futures",API3/USDT,Stopped Out,Cross (10.0X),Long,0,1 Days 21 Hours 20 Minutes,-54.0451,0,0,0.75585,0,0.7275-0.7842,0.75585,,,,,,,,,,,0.715
2025-08-09 09:00:15,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, BingX Futures, Binance Futures, OKX Futures",TURBO/USDT,Stopped Out,Cross (10.0X),Long,0,3 Days 1 Hours 2 Minutes,-78.654,0,0,0.004933,0,0.004685-0.005181,0.004933,,,,,,,,,,,0.004545
2025-08-09 07:00:21,GG-Shot Cornix (All Signals),,"OKX Futures, BingX Futures, ByBit USDT, Binance Futures, Bitget Futures",IOST/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,2 Days 23 Hours 14 Minutes,-25.5286,0,0,0.003783333333333333,0,0.003668-0.003841,0.0037545,0.003893,,,,,,,,,,0.003618
2025-08-08 20:00:43,GG-Shot Cornix (All Signals),,"KuCoin Futures, BingX Futures, Binance Futures, Bitget Futures, ByBit USDT",KNC/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 15 Hours 49 Minutes,1.6854,0,0,0.445,0,0.428-0.445,0.4365,0.449,0.453,0.457,,,,,,,,0.424
2025-08-08 14:01:01,GG-Shot Cornix (All Signals),,"BingX Futures, ByBit USDT, OKX Futures, KuCoin Futures, Binance Futures, Bitget Futures",ENS/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 10 Hours 48 Minutes,54.4563,0,0,28.066833333333335,0,26.491-28.382,27.436500000000002,28.867,29.353,29.838,30.323,,,,,,,
2025-08-08 00:30:17,GG-Shot Cornix (All Signals),,"Bitget Futures, BingX Futures, ByBit USDT, Binance Futures, KuCoin Futures",NTRN/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,3 Days 23 Hours 30 Minutes,-39.2922,0,0,0.09183333333333334,0,0.088-0.0926,0.09029999999999999,0.0946,,,,,,,,,,0.0861
2025-08-07 23:50:11,GG-Shot Cornix (All Signals),,"KuCoin Futures, BingX Futures, ByBit USDT, Binance Futures, Bitget Futures",VET/USDT,All Targets Achieved,Cross (10.0X),Long,4,5 Days 9 Hours 16 Minutes,51.7467,0,0,0.024188333333333333,0,0.02313-0.0244,0.023765,0.02481,0.02523,0.02565,0.02607,,,,,,,
2025-08-07 22:30:15,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, Binance Futures, KuCoin Futures, ByBit USDT",JASMY/USDT,All Targets Achieved,Cross (10.0X),Long,4,4 Days 14 Hours 56 Minutes,54.0142,0,0,0.015607,0,0.014869-0.015607,0.015238,0.015888,0.016169,0.01645,0.017293,,,,,,,
2025-08-07 21:42:11,GG-Shot Cornix (All Signals),,"OKX Futures, ByBit USDT, BingX Futures, KuCoin Futures, Binance Futures, Bitget Futures",FIL/USDT,All Targets Achieved,Cross (10.0X),Long,4,5 Days 12 Hours 47 Minutes,47.9716,0,0,2.465,0,2.37-2.465,2.4175,2.504,2.544,2.583,2.702,,,,,,,
2025-08-07 21:30:19,GG-Shot Cornix (All Signals),,"KuCoin Futures, BingX Futures, ByBit USDT, Binance Futures, Bitget Futures",CYBER/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 19 Hours 59 Minutes,66.1548,0,0,1.693,0,1.618-1.708,1.663,1.74,1.773,1.805,1.902,,,,,,,
2025-08-07 21:20:11,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT, BingX Futures, Binance Futures, HyperLiquid Futures",AVAX/USDT,All Targets Achieved,Cross (10.0X),Long,4,5 Days 12 Hours 31 Minutes,51.0226,0,0,22.98,0,22.18-22.98,22.58,23.37,23.76,24.15,25.33,,,,,,,
2025-08-07 14:15:18,GG-Shot Cornix (All Signals),,"OKX Futures, BingX Futures, Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures",BNT/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 14 Hours 51 Minutes,47.6925,0,0,0.72915,0,0.7094-0.7331,0.72125,0.7434,0.7537,0.7639,0.7947,,,,,,,
2025-08-07 14:00:59,GG-Shot Cornix (All Signals),,"Bitget Futures, Binance Futures, OKX Futures, ByBit USDT, KuCoin Futures, BingX Futures",CHZ/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 22 Hours 28 Minutes,50.6118,0,0,0.040043333333333334,0,0.03861-0.04033,0.03947,0.04091,0.04149,0.04207,0.04381,,,,,,,
2025-08-07 14:00:33,GG-Shot Cornix (All Signals),,"Binance Futures, BingX Futures, ByBit USDT, OKX Futures, Bitget Futures, KuCoin Futures",SUSHI/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 44 Minutes,57.9703,0,0,0.8048666666666666,0,0.7778-0.8184,0.7981,0.8294,0.8405,0.8515,0.8847,,,,,,,
2025-08-07 14:00:16,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT, Bitget Futures, KuCoin Futures",ADA/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 14 Hours 47 Minutes,50.6246,0,0,0.7605,0,0.728-0.767,0.7475,0.778,0.788,0.799,0.831,,,,,,,
2025-08-07 12:30:17,GG-Shot Cornix (All Signals),,"BingX Futures, ByBit USDT, KuCoin Futures, Bitget Futures, Binance Futures",ID/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 4 Hours 34 Minutes,52.0565,0,0,0.16168333333333335,0,0.1571-0.1626,0.15985,0.1651,0.1676,0.1701,0.1776,,,,,,,
2025-08-07 12:00:51,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",C98/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 12 Hours 47 Minutes,81.3492,0,0,0.0504,0,0.0491-0.0517,0.0504,0.0526,0.0536,0.0545,0.0573,,,,,,,
2025-08-07 11:33:13,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, ByBit USDT, Binance Futures, KuCoin Futures",SKL/USDT,All Targets Achieved,Cross (10.0X),Long,4,5 Days 9 Hours 18 Minutes,74.9251,0,0,0.020019999999999996,0,0.01954-0.02026,0.0199,0.02068,0.0211,0.02152,0.02278,,,,,,,
2025-08-07 11:30:50,GG-Shot Cornix (All Signals),,"OKX Futures, Bitget Futures, BingX Futures, ByBit USDT, Binance Futures, KuCoin Futures",RVN/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 15 Hours 11 Minutes,58.4612,0,0,0.013798333333333333,0,0.01334-0.01389,0.013614999999999999,0.01413,0.01437,0.0146,0.01532,,,,,,,
2025-08-07 11:30:29,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures",COTI/USDT,All Targets Achieved,Cross (10.0X),Long,4,5 Days 22 Hours 28 Minutes,61.6118,0,0,0.05348,0,0.05214-0.05415,0.053145,0.05507,0.05599,0.05691,0.05913,,,,,,,
2025-08-07 11:01:33,GG-Shot Cornix (All Signals),,"BingX Futures, ByBit USDT, KuCoin Futures, OKX Futures, Binance Futures, Bitget Futures",ETHFI/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 23 Minutes,72.3853,0,0,1.0676666666666668,0,0.99-1.0832,1.0366,1.1038,1.1244,1.1449,1.2067,,,,,,,
2025-08-07 11:01:06,GG-Shot Cornix (All Signals),,"BingX Futures, OKX Futures, ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",ALGO/USDT,Cancelled,Cross (10.0X),Long,0,6 Minutes,0.0,0,0,,0,0.2377-0.2533,0.2455,,,,,,,,,,,
2025-08-07 11:00:55,GG-Shot Cornix (All Signals),,"Binance Futures, Bitget Futures, ByBit USDT, OKX Futures",QTUM/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 16 Hours 59 Minutes,32.414,0,0,2.121,0,2.079-2.121,2.1,2.144,2.167,2.19,2.258,,,,,,,
2025-08-07 11:00:45,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, ByBit USDT, BingX Futures, OKX Futures, Binance Futures, HyperLiquid Futures",OP/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 6 Minutes,68.418,0,0,0.6928000000000001,0,0.6653-0.6983,0.6818,0.7123,0.7262,0.7402,0.7821,,,,,,,
2025-08-07 11:00:34,GG-Shot Cornix (All Signals),,"BingX Futures, KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures",SNX/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 23 Hours 46 Minutes,47.9564,0,0,0.6116666666666666,0,0.59-0.616,0.603,0.624,0.633,0.641,0.666,,,,,,,
2025-08-07 10:40:24,GG-Shot Cornix (All Signals),,"Binance Futures, BingX Futures, OKX Futures, ByBit USDT, KuCoin Futures, Bitget Futures",SAND/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 1 Hours 49 Minutes,52.5411,0,0,0.27645,0,0.2657-0.2786,0.27215,0.2826,0.2866,0.2911,0.3036,,,,,,,
2025-08-07 10:40:12,GG-Shot Cornix (All Signals),,"BingX Futures, OKX Futures, ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",PYTH/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 47 Minutes,55.7432,0,0,0.1184,0,0.1129-0.1195,0.1162,0.1217,0.1239,0.1261,0.1283,,,,,,,
2025-08-07 10:31:44,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, OKX Futures, ByBit USDT, Bitget Futures, KuCoin Futures",AXS/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 10 Hours 9 Minutes,47.9087,0,0,2.343,0,2.24-2.343,2.2915,2.38,2.418,2.455,2.568,,,,,,,
2025-08-07 10:31:30,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, OKX Futures, BingX Futures, Binance Futures, ByBit USDT",GALA/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 3 Hours 31 Minutes,32.3752,0,0,0.01583,0,0.01511-0.01583,0.015470000000000001,0.016,0.01617,0.01634,0.01686,,,,,,,
2025-08-07 10:30:51,GG-Shot Cornix (All Signals),,"Binance Futures, OKX Futures, BingX Futures, KuCoin Futures, ByBit USDT, Bitget Futures",RENDER/USDT,Cancelled,Cross (10.0X),Long,0,1 Hours 16 Minutes,0.0,0,0,,0,3.542-3.672,3.607,,,,,,,,,,,
2025-08-07 10:30:31,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, KuCoin Futures, BingX Futures, Bitget Futures, OKX Futures, HyperLiquid Futures",AAVE/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 54 Minutes,53.9975,0,0,271.17,0,260.77-271.17,265.97,276.05,280.93,285.81,300.46,,,,,,,
2025-08-07 10:30:13,GG-Shot Cornix (All Signals),,"OKX Futures, ByBit USDT, Binance Futures, BingX Futures, Bitget Futures, KuCoin Futures, HyperLiquid Futures",ETH/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 9 Hours 40 Minutes,60.0018,0,0,3797.8,0,3587.9-3797.8,3692.8500000000004,3858.6,3919.3,4040.9,4283.9,,,,,,,
2025-08-07 10:00:18,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, KuCoin Futures, ByBit USDT, Bitget Futures, HyperLiquid Futures",ENA/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 19 Hours 5 Minutes,45.0278,0,0,0.6285,0,0.5966-0.6285,0.6125499999999999,0.6379,0.6474,0.6568,0.6851,,,,,,,
2025-08-07 08:47:19,GG-Shot Cornix (All Signals),,"OKX Futures, BingX Futures, Bitget Futures, ByBit USDT, Binance Futures, KuCoin Futures",RSR/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 20 Hours 19 Minutes,63.0523,0,0,0.0077515,0,0.007529-0.007796,0.0076625,0.007944,0.008092,0.00824,0.008685,,,,,,,
2025-08-07 08:32:13,GG-Shot Cornix (All Signals),,"Binance Futures, KuCoin Futures, BingX Futures, Bitget Futures, OKX Futures, ByBit USDT",GRT/USDT,All Targets Achieved,Cross (10.0X),Long,4,6 Days 0 Hours 32 Minutes,51.2814,0,0,0.09326,0,0.09043-0.09326,0.091845,0.09485,0.09645,0.09804,0.10283,,,,,,,
2025-08-07 01:00:18,GG-Shot Cornix (All Signals),,"Bitget Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT, KuCoin Futures",ATOM/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 4 Hours 21 Minutes,45.043,0,0,4.307,0,4.176-4.307,4.2415,4.372,4.436,4.501,4.695,,,,,,,
2025-08-06 18:05:17,GG-Shot Cornix (All Signals),,"Bitget Futures, HyperLiquid Futures, OKX Futures, BingX Futures, ByBit USDT, Binance Futures, KuCoin Futures",SOL/USDT,All Targets Achieved,Cross (10.0X),Long,4,6 Days 3 Hours 14 Minutes,72.2217,0,0,168.85500000000002,0,163.93-169.84,166.885,173.58,177.31,181.05,192.26,,,,,,,
2025-08-06 17:00:20,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, Binance Futures",LEVER/USDT,Cancelled,Cross (10.0X),Long,0,5 Minutes,0.0,0,0,,0,0.0001581-0.0001712,0.00016465,,,,,,,,,,,
2025-08-06 09:20:17,GG-Shot Cornix (All Signals),,"KuCoin Futures, Binance Futures, BingX Futures, ByBit USDT, Bitget Futures",ALPHA/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 22 Hours 20 Minutes,77.2947,0,0,0.014490000000000001,0,0.01417-0.01481,0.01449,0.01508,0.01534,0.01561,0.01641,,,,,,,
2025-08-06 01:30:27,GG-Shot Cornix (All Signals),,"Bitget Futures, OKX Futures, Binance Futures, ByBit USDT, KuCoin Futures, BingX Futures",BOME/USDT,Stopped Out,Cross (10.0X),Short,0,1 Days 8 Hours 44 Minutes,-51.1247,0,0,0.0017115,0,0.001668-0.001755,0.0017115,,,,,,,,,,,0.001799
2025-08-06 01:30:17,GG-Shot Cornix (All Signals),,"Bitget Futures, Binance Futures, OKX Futures, KuCoin Futures, ByBit USDT, BingX Futures",NOT/USDT,Stopped Out,Cross (10.0X),Short,0,1 Days 23 Hours 8 Minutes,-58.0423,0,0,0.002033,0,0.001977-0.002089,0.002033,,,,,,,,,,,0.002151
2025-08-05 12:00:50,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, BingX Futures, OKX Futures, KuCoin Futures, Bitget Futures",AR/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 17 Hours 20 Minutes,87.1833,0,0,6.8075,0,6.537-7.078,6.8075,7.186,7.293,7.401,7.724,,,,,,,
2025-08-05 12:00:39,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, Binance Futures, ByBit USDT, OKX Futures, KuCoin Futures, BingX Futures, Bitget Futures",JUP/USDT,All Targets Achieved,Cross (10.0X),Long,4,7 Days 15 Hours 0 Minutes,96.6324,0,0,0.47215000000000007,0,0.4586-0.4857,0.47215,0.4964,0.5071,0.5178,0.5498,,,,,,,
2025-08-05 12:00:23,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures, BingX Futures, Binance Futures",APT/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 17 Hours 8 Minutes,65.1538,0,0,4.2745,0,4.217-4.332,4.2745,4.406,4.479,4.553,4.774,,,,,,,
2025-08-05 11:00:34,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT",APE/USDT,Stopped Out,Cross (10.0X),Long,0,16 Hours 26 Minutes,-36.7144,0,0,0.56245,0,0.5528-0.5721,0.56245,,,,,,,,,,,0.5418
2025-08-05 11:00:20,GG-Shot Cornix (All Signals),,"OKX Futures, BingX Futures, Binance Futures, KuCoin Futures, Bitget Futures, ByBit USDT",AUCTION/USDT,All Targets Achieved,Cross (10.0X),Long,4,4 Days 9 Hours 38 Minutes,56.649,0,0,9.806,0,9.668-9.944,9.806000000000001,10.083,10.222,10.362,10.779,,,,,,,
2025-08-05 10:49:16,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures, OKX Futures",BAND/USDT,Stopped Out,Cross (10.0X),Long,0,16 Hours 34 Minutes,-40.7818,0,0,0.6498,0,0.6324-0.6672,0.6497999999999999,,,,,,,,,,,0.6233
